TotalBill,Nights,Age,Gender,Spa
1155,4,12,M,0
752,1,36,M,0
1027,4,43,M,0
993,2,30,M,0
945,2,23,M,0
334,1,30,M,0
1294,2,41,F,0
1236,2,53,F,0
194,0,49,F,0
1337,4,41,F,0
1704,5,62,F,0
,7,63,F,0
1038,2,46,F,0
1002,3,48,F,0
576,2,42,M,0
1056,6,59,F,0
1088,2,25,M,0
1530,7,57,F,0
1244,4,40,M,0
874,1,12,M,0
1250,4,22,M,0
722,2,34,F,0
3037,6,41,M,0
942,2,22,M,0
1305,4,57,F,0
956,2,57,M,0
980,2,27,M,0
2188,7,62,M,0
1392,4,26,M,0
832,4,45,F,0
746,0,55,M,0
929,1,59,M,0
810,2,59,M,0
4328,14,46,M,0
1261,4,33,M,0
1501,4,51,F,0
1741,2,33,M,0
3900,8,54,M,0
737,2,21,M,0
880,2,31,M,0
1004,3,20,M,0
1570,5,57,F,0
834,0,25,F,0
757,2,43,F,0
922,6,65,M,0
507,2,58,F,0
739,3,40,F,0
1325,2,40,M,0
236,0,51,M,0
897,4,58,F,0
271,1,31,M,0
641,2,63,F,0
824,1,45,M,0
622,4,64,F,0
1011,2,54,F,0
1050,2,34,M,0
1070,1,29,M,0
1076,2,43,M,0
529,2,30,M,0
766,2,15,F,0
1207,2,47,M,0
700,4,45,F,0
678,2,52,F,0
1150,2,32,F,0
975,2,38,F,0
994,2,29,M,0
118,0,30,M,0
810,0,49,F,1
1017,6,53,F,0
797,4,60,M,0
697,0,59,F,1
657,0,32,F,0
1117,2,50,M,0
505,4,66,F,0
367,6,49,F,0
349,3,59,M,0
252,0,40,M,0
177,0,25,M,0
366,4,32,M,0
582,2,50,M,1
680,4,70,F,0
340,2,48,M,0
496,5,44,F,0
422,5,63,M,0
2235,3,46,M,0
2087,4,38,M,0
878,1,53,M,1
1288,1,24,M,0
446,2,38,F,0
417,4,46,M,0
804,3,54,F,0
445,2,26,M,0
317,2,39,M,0
644,4,67,F,0
1306,4,60,F,0
333,2,46,M,0
1274,4,60,F,0
1005,4,63,M,0
354,4,64,F,0
1297,2,52,M,0
1446,3,32,M,0
517,4,69,M,0
1229,5,45,F,0
1363,2,40,F,0
342,2,30,M,0
271,0,52,M,1
257,2,38,F,0
328,0,45,M,0
214,1,31,M,0
265,2,27,M,0
357,2,36,M,0
1500,10,65,F,1
120,0,11,M,0
407,4,48,F,0
447,1,55,F,1
923,4,63,F,1
1542,2,60,M,0
612,2,57,F,0
1265,4,44,F,0
714,6,53,M,0
213,1,48,F,0
269,1,51,M,0
1201,2,36,M,0
482,2,65,M,1
,2,32,M,0
567,4,62,M,0
1053,5,50,F,0
298,1,53,F,0
808,4,41,M,0
,2,27,F,0
,3,58,F,0
,8,66,F,0
,0,31,F,0
,0,60,M,0
473,0,67,F,1
952,2,51,F,0
1521,3,47,M,0
1555,4,33,M,0
1648,4,58,M,0
704,3,38,M,0
670,2,34,M,0
629,2,66,M,0
1807,6,54,M,0
1784,5,57,F,0
3179,7,64,F,0
1523,3,25,M,0
1401,6,68,F,0
765,2,32,M,0
943,0,12,M,0
835,2,43,M,0
481,2,53,F,0
1468,3,44,M,0
1359,5,69,F,0
1401,2,37,M,0
1556,5,50,M,0
357,0,63,F,0
1780,4,39,M,0
,2,33,F,0
1883,4,37,M,0
3417,12,52,F,0
1038,3,39,M,0
2263,12,76,F,0
990,4,65,M,0
1430,2,24,M,0
1470,4,38,M,0
1418,3,31,F,0
2062,8,68,F,0
1231,4,51,F,0
259,1,73,M,0
1003,2,60,F,0
1530,6,63,F,0
249,1,38,M,0
373,0,33,M,0
1331,3,28,M,0
1147,7,67,F,0
605,2,30,M,0
284,1,65,F,1
1026,4,55,F,0
1869,4,41,M,0
1318,2,26,M,0
1469,6,46,M,0
1544,6,58,F,0
1537,6,60,F,0
1968,4,53,F,0
1988,4,25,M,0
1896,3,40,M,0
816,2,39,M,1
755,2,26,M,0
628,1,43,M,0
867,3,48,F,0
491,1,42,M,0
650,2,39,M,0
869,10,57,F,0
1210,4,47,M,0
974,5,47,M,0
1036,4,62,F,0
673,2,27,F,0
514,2,43,M,0
1776,7,68,F,0
1041,6,39,M,0
750,4,26,M,0
952,3,44,F,0
1027,3,18,F,0
328,0,74,F,1
656,2,27,M,0
795,3,41,M,0
282,0,65,F,1
936,4,45,M,0
1103,4,42,M,0
1530,5,51,M,0
588,2,47,M,0
918,4,31,F,0
1292,3,36,M,0
711,3,43,M,0
295,0,51,F,1
765,3,36,M,0
743,3,41,M,0
905,4,44,F,0
1988,8,66,M,0
1095,4,38,M,0
1083,3,41,M,0
1531,6,68,F,0
1060,4,35,F,0
1252,4,54,M,0
1154,4,55,M,0
947,3,29,M,0
1664,6,56,F,0
1626,6,28,M,0
1511,5,67,F,0
854,1,50,F,1
926,2,37,M,0
725,1,69,F,1
1562,5,41,F,0
1035,4,34,M,0
526,2,60,M,0
1252,4,36,F,0
973,4,29,M,0
365,0,72,F,1
1224,4,61,M,0
826,3,43,F,0
1334,4,45,M,0
675,2,41,M,0
1222,5,64,F,0
1094,4,55,M,0
1045,3,31,M,0
473,2,29,M,0
3585,8,60,M,1
994,2,35,M,0
1234,4,56,F,0
613,2,34,M,0
1037,4,47,M,0
1237,3,27,M,0
2957,9,54,F,0
1123,4,48,M,0
991,3,57,M,0
616,2,47,F,0
884,2,47,M,0
1471,4,40,M,0
1449,6,75,F,0
725,2,45,M,0
465,0,66,F,1
1542,4,33,M,0
847,1,32,M,0
914,3,43,M,0
1482,2,47,M,0
810,2,33,M,0
819,3,21,M,0
878,2,28,M,0
809,2,24,M,0
618,2,30,M,0
759,2,48,F,0
578,2,50,M,0
982,3,54,M,0
1004,4,51,F,0
849,3,37,M,0
1133,4,56,F,0
952,3,53,M,0
995,2,36,F,0
548,0,65,F,1
686,2,56,F,0
988,3,54,F,0
886,2,55,M,0
950,2,69,F,1
2088,8,72,F,0
4297,7,35,F,0
1026,3,43,F,0
953,3,31,F,0
770,2,24,M,0
1603,2,18,M,0
576,2,21,M,0
1149,4,63,F,0
1100,4,65,F,1
834,4,32,M,0
748,2,58,M,0
1364,4,51,F,1
2947,6,53,F,0
1238,4,45,F,0
1177,2,41,M,0
413,1,54,M,0
894,3,54,F,0
1405,2,50,M,0
539,2,36,M,0
1157,4,57,M,0
964,3,39,M,0
761,0,53,M,1
2678,10,42,M,0
650,2,39,M,0
949,1,57,M,0
391,1,27,M,0
850,2,31,M,0
992,4,64,F,0
2339,9,58,F,0
1713,5,53,F,0
967,3,45,F,0
497,1,57,F,0
577,2,29,M,0
295,0,60,F,0
1202,2,26,M,0
738,2,40,M,0
790,2,35,M,0
322,0,61,F,1
846,3,48,M,0
494,1,45,M,0
637,2,6,M,0
422,1,37,M,0
1723,6,59,F,0
1389,4,14,M,0
1386,4,39,M,0
708,3,65,M,0
462,2,30,F,0
830,2,46,M,0
,3,61,F,1
1466,6,56,F,0
1377,2,56,M,0
1354,4,56,M,0
806,2,32,M,0
844,3,54,M,0
1149,2,43,M,0
546,2,17,M,0
327,1,67,M,0
1891,6,69,M,0
664,2,38,M,0
434,0,71,F,1
849,3,30,M,0
1353,3,28,M,0
346,0,66,F,1
1073,4,40,F,0
1090,4,50,M,0
709,2,25,M,0
940,2,41,M,0
1051,2,50,M,0
863,2,49,F,0
876,2,56,M,0
1249,2,42,M,0
1315,2,24,M,0
1033,3,44,M,0
1300,4,66,M,0
1222,4,67,F,0
1063,3,43,M,0
1626,4,51,M,0
255,3,74,F,0
504,0,44,F,0
594,4,45,F,0
399,4,27,F,0
824,7,47,F,0
379,1,31,M,0
578,4,38,M,0
631,4,40,M,0
310,4,46,M,0
365,5,64,M,0
200,0,64,M,1
680,8,38,F,0
167,2,56,M,0
803,6,52,F,0
612,5,52,F,0
990,7,39,M,0
538,6,43,F,0
542,5,50,F,0
719,4,46,M,0
778,4,31,M,0
539,4,44,M,0
728,5,48,M,0
579,2,28,M,0
1129,5,51,M,0
651,2,54,F,0
323,4,64,M,0
502,4,52,M,0
226,4,55,M,0
652,4,47,F,0
517,2,76,F,1
1378,8,29,M,0
822,4,59,F,0
1493,9,56,F,0
158,2,64,F,0
615,4,50,M,0
1249,6,43,M,0
754,4,33,M,0
1325,4,59,F,0
239,4,66,M,0
813,3,12,M,0
1368,5,61,F,0
881,2,50,M,0
1684,5,36,M,0
3244,7,64,M,1
1659,5,37,M,0
806,0,46,F,1
2014,7,41,F,0
1668,6,32,M,0
2714,7,26,M,0
2097,8,48,F,0
744,3,65,F,0
926,4,58,M,0
1331,4,24,M,0
715,2,23,M,0
1522,4,39,F,0
1399,3,30,M,0
1786,6,39,F,0
1270,2,61,F,1
512,0,67,F,1
1530,4,32,M,0
1505,6,50,F,0
1027,3,34,M,0
2110,4,48,M,0
2034,3,31,M,1
1866,6,43,M,0
1060,3,50,M,0
822,2,34,M,0
1010,3,56,M,0
1309,4,44,M,0
1299,2,58,M,0
1833,4,26,M,0
828,2,67,M,0
407,4,48,F,0
288,0,46,F,0
1288,5,49,M,0
489,2,36,M,0
1187,5,47,F,0
897,2,30,M,0
768,4,40,M,0
944,6,32,M,0
,6,11,M,0
763,5,30,M,0
609,4,53,M,0
538,2,39,M,0
609,4,69,M,0
549,1,45,F,0
1314,4,32,M,0
1669,4,45,M,0
1010,4,46,M,0
1288,4,46,M,0
1094,5,54,F,0
542,4,54,F,0
936,2,69,F,1
831,1,58,F,1
2208,4,29,F,0
572,1,51,M,0
1023,4,58,F,0
1203,4,36,M,0
1244,3,35,M,0
1150,4,47,M,0
492,0,43,M,0
1422,2,43,M,1
1815,4,32,M,0
512,4,36,M,0
1946,6,36,M,0
1064,5,44,M,0
316,2,30,F,0
2148,6,42,M,0
1819,3,51,M,0
388,3,47,M,0
416,2,70,F,1
1311,4,51,M,0
451,4,55,M,0
595,4,51,M,0
216,1,55,M,0
594,4,43,F,0
605,0,62,M,1
1242,14,66,F,0
949,4,64,F,0
,2,41,F,0
,5,44,M,0
,2,45,M,0
,1,34,M,0
574,2,54,F,0
1183,6,67,F,0
569,3,32,F,0
843,0,47,M,0
459,2,50,M,0
549,3,35,M,0
1582,5,47,F,0
751,4,25,M,0
317,2,22,M,0
747,5,70,F,0
1487,4,30,M,0
608,6,60,F,0
1734,5,40,M,0
820,5,44,F,0
1505,9,61,F,0
2337,10,57,M,0
1840,6,49,M,0
1521,4,31,M,0
1387,4,43,M,0
912,4,61,F,1
595,3,29,F,0
,3,51,F,0
894,2,37,M,0
973,6,31,M,0
904,4,43,M,0
708,3,47,M,0
151,0,65,M,0
801,4,61,F,0
785,1,69,F,1
692,2,33,F,1
1568,4,56,F,0
1387,3,54,M,0
1361,4,38,M,0
1054,2,44,M,0
399,2,22,M,0
642,4,70,M,0
2803,12,61,F,0
525,2,73,M,1
1747,12,56,F,0
,2,40,M,0
1189,2,41,F,0
1032,5,60,M,0
518,2,32,F,0
601,2,62,M,1
1328,4,70,M,0
1382,4,49,M,0
760,0,53,M,1
1360,8,61,F,0
797,2,63,F,1
1096,2,14,M,0
1017,2,38,M,0
285,0,70,F,1
441,2,46,M,0
1211,2,30,M,0
467,4,47,M,0
1211,2,51,F,0
951,4,55,F,0
1739,6,24,M,0
2061,3,24,M,0
674,4,38,M,0
394,2,26,F,0
326,1,31,M,0
1456,2,33,M,0
,14,60,F,1
1985,10,57,F,0
1797,5,57,F,0
464,4,66,F,0
879,4,67,F,0
,4,34,M,0
1167,2,63,M,0
127,0,56,M,0
2057,6,35,M,0
433,3,48,F,0
1303,2,49,M,0
1257,4,56,M,0
541,2,39,M,0
836,3,52,F,0
1168,1,46,M,0
956,4,43,M,0
,2,49,M,0
563,2,17,M,0
974,4,61,M,0
779,2,48,M,0
861,4,56,M,0
837,3,33,F,0
598,2,46,M,0
1208,2,51,F,0
2789,2,61,M,1
486,1,65,F,0
405,1,38,M,0
2115,8,65,M,0
1296,2,39,M,0
1582,6,64,M,0
694,0,58,F,1
376,0,48,M,0
1485,3,66,M,0
360,0,31,M,0
530,2,45,M,0
1584,5,60,F,0
944,2,66,M,0
425,2,36,M,0
1536,4,48,F,0
1082,4,49,F,0
1074,2,53,M,0
1503,4,65,M,0
458,0,59,F,1
4366,10,65,F,0
889,4,73,F,0
2335,2,37,M,0
1404,4,66,F,0
672,3,60,M,0
787,2,45,M,0
1024,2,43,M,1
,3,53,M,1
844,4,46,M,0
1939,6,52,M,0
1322,5,38,M,0
747,2,28,M,0
367,1,62,M,0
1588,4,41,M,0
428,1,53,M,0
411,1,52,M,0
472,2,30,M,0
1886,6,59,M,0
529,2,27,M,0
181,0,18,M,0
514,2,64,F,0
773,1,57,M,1
2505,6,52,M,0
491,1,65,F,1
850,3,63,F,0
1555,4,30,M,0
,0,24,F,0
1156,4,53,F,0
1237,2,64,F,1
1318,2,51,F,0
1345,6,52,M,0
1012,5,64,F,0
481,1,39,M,1
1471,6,68,M,0
1124,3,41,M,0
837,2,30,M,0
3088,8,53,M,1
5912,7,53,F,1
2311,5,46,F,0
1506,2,57,M,0
815,2,34,M,0
588,2,48,M,0
2576,8,63,F,0
1271,2,52,M,0
1273,4,54,M,0
430,2,50,F,0
574,0,65,F,1
,4,47,F,0
,4,46,M,0
,6,52,F,0
2497,3,42,F,0
255,0,45,M,0
932,4,52,M,0
556,0,47,F,1
1076,4,49,F,0
1001,4,64,F,0
,4,62,M,0
329,1,39,M,0
1084,4,44,M,0
,2,49,M,0
,8,68,F,0
410,0,49,F,0
362,0,59,F,1
681,3,62,F,0
597,2,38,F,0
,2,34,M,0
1379,6,72,F,1
1202,4,32,M,0
1005,4,49,M,0
1014,4,59,M,0
506,1,52,F,1
771,2,45,F,1
,3,55,M,0
1704,4,35,M,0
,4,50,F,0
832,4,33,F,0
,3,62,M,0
,4,25,M,0
,6,64,F,0
,1,34,M,0
,2,38,F,0
,2,42,M,0
,3,61,M,0
1242,5,43,M,0
790,4,35,M,0
835,4,25,F,0
613,2,45,M,0
831,2,18,M,0
813,2,19,F,0
452,1,37,M,0
603,1,46,M,0
605,1,35,M,0
359,0,22,F,0
1648,5,49,F,0
553,1,40,M,0
933,4,59,M,0
398,2,56,F,0
834,2,42,F,0
579,0,59,M,1
3522,16,64,F,0
998,3,19,F,0
874,4,43,M,0
801,4,55,F,0
396,2,65,F,0
808,3,38,F,0
1150,5,50,M,0
993,3,29,F,0
529,2,75,F,0
600,2,50,M,0
874,2,53,M,0
569,2,31,M,0
2199,8,47,M,0
1247,6,59,F,0
548,2,70,F,0
852,2,53,F,0
1326,5,60,F,0
1340,6,61,M,0
536,1,50,M,1
932,4,55,F,0
932,4,55,F,0
1085,4,25,M,0
1497,4,17,M,0
761,2,58,F,1
1246,8,71,F,0
1168,4,31,F,0
910,4,50,M,0
663,2,55,M,0
1060,6,58,F,0
961,4,47,M,0
738,3,54,M,0
854,4,61,M,0
435,0,44,M,1
1019,4,41,M,0
1174,6,54,F,0
780,3,49,F,0
1282,6,47,M,0
860,3,51,M,0
998,4,69,F,0
834,4,51,F,0
1550,6,47,M,0
1181,4,38,M,0
933,4,32,F,0
1202,5,50,M,0
1348,4,26,F,0
380,0,44,M,0
858,2,24,M,0
1102,4,34,M,0
1021,3,39,M,0
814,4,58,F,0
443,0,33,M,0
781,4,46,M,0
482,2,40,F,0
737,4,46,M,0
891,4,57,F,0
689,2,42,M,0
1825,8,55,F,0
1050,3,54,F,0
381,2,57,M,0
701,3,49,M,0
491,1,46,M,0
923,4,54,M,0
382,2,41,M,0
449,2,47,M,0
643,2,55,F,1
789,2,21,M,0
1226,4,32,F,0
1154,4,50,F,0
682,3,55,F,0
654,3,60,F,0
1293,4,49,M,0
567,2,42,M,0
987,4,28,M,0
1267,4,50,F,0
955,4,50,M,0
674,4,44,M,0
853,3,19,M,0
351,1,26,M,0
346,2,65,F,0
717,1,64,M,1
1078,6,64,F,0
343,0,53,F,1
1408,8,67,M,0
917,2,35,M,0
777,4,70,F,0
702,2,22,F,0
976,4,48,F,0
986,3,45,M,0
696,3,59,M,0
1219,4,59,F,0
939,4,41,M,0
1208,2,26,M,0
913,4,55,M,0
813,3,66,F,0
808,2,53,M,0
1211,6,53,F,0
732,3,45,F,0
503,2,42,M,0
796,4,69,M,0
836,4,63,M,0
1043,6,74,F,0
1478,4,29,M,0
993,4,62,M,0
452,1,18,F,0
739,3,63,F,0
929,4,68,M,0
720,2,66,F,0
654,2,48,M,0
284,1,45,M,0
1498,4,43,M,0
1096,3,34,F,0
585,2,43,M,0
1016,2,44,M,0
743,0,56,M,1
1205,2,53,M,0
1013,4,48,F,0
418,0,51,M,1
796,2,51,F,0
1000,4,60,M,0
969,4,49,M,0
913,5,66,F,0
771,3,34,F,0
889,4,61,M,0
1397,4,61,M,0
1221,3,70,F,0
670,2,30,M,0
527,2,38,M,0
637,2,63,F,0
1376,6,58,F,0
403,1,19,F,0
1062,4,49,M,0
839,4,50,M,0
775,2,22,M,0
1099,4,52,M,0
2229,8,59,M,0
,8,60,M,0
1274,6,73,M,0
613,2,37,M,0
386,0,30,M,0
1747,4,53,M,1
566,2,53,F,0
1353,6,54,M,0
1359,4,54,F,0
561,4,33,F,0
709,6,60,M,0
695,4,71,M,0
535,4,45,M,0
898,4,12,M,0
555,4,56,M,0
843,3,48,M,0
340,2,53,F,0
909,4,31,M,0
2579,4,28,M,0
1387,4,36,M,0
645,1,28,M,0
1190,5,63,F,0
502,1,47,F,0
2936,6,34,F,0
,4,42,M,0
1291,4,45,M,0
1070,3,26,M,0
1905,5,46,M,0
,2,34,F,0
1103,2,38,M,0
855,1,51,F,1
1502,4,53,M,0
1253,4,70,F,0
2027,3,51,M,0
1818,6,42,M,0
1373,4,34,M,0
1314,4,25,M,0
,7,39,M,0
1386,4,48,M,0
1198,4,27,M,0
4319,6,49,M,0
4599,6,51,F,0
423,0,71,F,1
508,1,17,M,0
1153,4,48,M,0
1050,3,54,M,0
,7,47,F,0
,4,56,M,0
2407,6,35,F,0
,4,34,F,0
,0,60,M,1
631,2,31,F,0
2777,4,17,M,0
1581,4,49,M,0
2957,4,31,F,0
1468,4,56,F,0
4658,5,58,M,0
1631,6,71,F,0
836,4,63,M,0
1216,4,20,M,0
1378,4,25,M,0
,7,51,F,0
,4,51,M,0
1199,4,33,M,0
588,0,54,F,1
3297,5,39,M,0
1527,4,37,M,0
,6,36,M,0
822,2,51,F,0
988,4,33,M,0
2623,4,46,M,1
2525,4,9,M,0
,2,40,F,0
4736,4,30,M,0
885,4,42,M,0
3532,12,54,M,0
3144,10,64,M,1
351,1,60,F,0
1237,6,71,M,0
810,4,45,M,0
463,1,70,M,1
918,2,31,M,0
1026,4,30,M,0
416,2,33,M,0
524,2,35,M,0
496,0,39,F,1
1232,5,36,M,0
955,3,50,F,0
494,1,55,F,0
2272,10,57,F,0
1171,6,62,M,0
441,1,28,F,0
874,4,35,M,0
252,1,53,F,0
339,1,49,M,0
261,0,55,M,0
1240,2,14,M,0
1149,3,38,F,0
631,4,59,F,0
1306,4,40,F,0
483,1,65,M,1
1083,4,31,M,0
775,4,25,M,0
719,4,59,M,0
654,4,66,M,0
1004,4,58,F,1
2697,9,65,F,1
1545,6,58,F,0
1939,10,49,F,0
1337,4,67,F,1
830,3,56,M,0
812,3,39,M,0
639,3,45,M,0
1754,4,43,M,0
2312,10,63,F,0
1016,4,27,M,0
925,5,57,F,0
1481,6,53,M,0
1128,4,50,M,0
1155,4,39,M,0
901,6,68,F,0
1836,4,34,F,0
768,4,47,M,0
1301,2,54,M,1
,1,60,F,0
784,3,62,M,0
428,2,44,M,0
3088,14,59,F,0
165,0,61,M,0
1145,5,40,M,0
1156,4,52,M,0
1485,2,44,M,0
441,2,48,F,0
554,2,64,F,0
1532,8,31,M,0
1634,5,36,M,0
727,4,61,M,0
819,4,50,F,0
608,2,61,M,0
788,4,39,M,0
714,4,54,M,0
,0,22,M,0
1375,3,25,F,0
1531,5,45,M,0
1290,4,49,M,0
1329,2,30,F,0
812,4,52,M,0
272,0,52,F,0
1006,3,52,F,0
1136,2,46,M,1
,8,49,M,0
1767,4,57,F,0
3463,13,53,M,0
768,4,64,M,0
910,3,55,F,0
589,3,58,F,0
588,3,47,M,0
1511,2,30,M,0
1126,4,30,M,0
688,4,51,M,0
1010,4,47,M,0
1232,3,39,M,0
1036,6,57,F,0
764,2,43,M,0
784,3,31,M,0
1197,2,49,M,0
1180,4,44,M,0
234,0,35,M,0
1465,4,25,M,0
1381,4,47,F,0
970,1,23,M,0
463,2,52,M,0
1368,6,51,M,0
1844,8,54,M,0
989,5,42,F,0
1583,6,33,M,0
376,0,69,F,1
1700,7,65,F,0
234,0,14,M,0
1607,9,64,F,0
1249,3,51,M,0
925,4,49,M,0
1075,2,48,F,1
2050,6,58,F,0
1840,4,52,F,0
1233,6,58,F,0
1356,4,21,M,0
536,2,34,M,0
723,4,71,F,0
299,0,73,F,1
389,1,46,M,0
422,1,25,M,0
907,4,56,F,0
1835,8,56,F,0
865,4,63,M,0
902,4,54,F,0
2419,4,42,F,0
2390,4,38,F,0
2519,12,47,M,0
645,3,55,M,0
476,0,55,M,1
2817,5,27,M,0
1586,4,44,M,0
1030,5,57,F,0
243,0,49,M,0
1236,1,47,M,1
623,3,51,M,0
1310,4,27,M,0
352,2,59,M,0
669,2,57,F,0
564,0,37,M,0
1901,4,25,M,0
2766,12,54,F,0
1408,3,44,M,0
4962,13,51,F,1
631,2,47,M,0
887,4,46,M,0
674,2,57,M,0
1426,6,58,M,0
1304,6,64,M,0
1624,4,57,M,0
1673,6,65,M,0
702,4,73,F,0
1129,4,53,M,0
1186,4,40,M,0
1335,4,47,M,0
697,4,72,F,0
372,2,40,M,0
1435,7,52,M,0
526,2,26,M,0
826,4,63,M,0
970,0,45,F,1
688,2,51,F,0
1029,5,55,M,0
929,4,48,M,0
1295,2,44,M,0
513,3,50,M,0
893,4,50,M,0
1261,2,51,M,0
1225,5,64,M,0
1186,2,34,M,0
1328,6,45,F,0
439,2,63,F,0
934,4,52,M,0
1502,4,57,M,0
420,1,28,M,0
1042,4,42,M,0
608,2,68,F,1
1181,4,61,M,0
1496,4,26,M,0
623,2,48,F,0
1045,5,51,F,0
919,4,53,M,0
1815,4,52,M,0
,0,55,F,0
1308,5,55,M,0
765,4,67,M,0
1308,6,44,M,0
409,1,48,F,0
1246,5,64,F,0
1400,6,46,F,0
926,2,65,F,1
822,0,56,F,1
866,4,65,F,0
1009,4,44,M,0
1328,1,52,F,0
846,2,8,M,0
966,2,29,M,0
416,0,26,M,0
1260,6,54,F,0
2465,6,31,M,0
1051,4,53,M,0
160,0,45,F,0
837,4,55,F,0
1912,2,37,M,0
2141,8,40,F,0
1228,4,27,M,0
1991,6,45,F,0
1365,4,35,M,0
875,2,23,M,0
2344,7,57,M,0
2070,7,49,M,0
1520,5,52,M,0
1800,6,35,M,0
1840,4,51,F,0
239,0,26,F,0
645,0,45,F,1
1167,4,43,F,0
618,0,57,M,0
1445,6,49,M,0
1313,4,44,M,0
1081,4,49,F,0
2329,6,44,F,0
4306,6,54,F,1
1066,3,40,M,0
1463,6,52,F,0
854,2,34,M,0
1469,4,54,M,0
1513,4,23,M,0
,6,23,M,0
,4,32,M,0
2364,7,53,M,0
919,4,57,F,0
,4,40,M,0
1620,4,37,F,0
745,2,41,M,0
1404,8,82,F,0
1376,6,55,M,0
611,2,46,M,0
1524,6,65,F,0
2075,4,66,F,0
1425,2,44,M,0
1295,1,42,M,0
1106,4,70,F,0
482,1,42,M,0
1949,5,51,M,0
1036,4,58,M,0
364,2,24,M,0
1197,4,62,F,0
1230,4,56,M,0
384,0,25,M,0
738,2,49,M,0
736,0,37,M,0
2118,6,25,M,0
2776,4,45,F,0
995,2,37,M,1
1952,6,44,F,0
,4,51,M,0
,5,45,M,0
968,4,56,M,0
776,2,49,F,0
1817,2,62,M,0
,0,20,M,1
1203,6,64,F,0
,4,69,M,0
1903,2,32,M,0
1168,2,31,M,0
700,3,52,F,0
,14,62,F,0
442,1,55,M,0
632,0,21,M,0
1390,3,66,F,1
2391,4,27,M,0
,0,64,F,1
1637,4,69,F,0
1084,6,63,F,0
1704,2,38,F,0
,12,65,F,0
2116,4,51,M,0
2241,10,74,F,0
1766,2,49,F,0
1726,7,62,F,0
,4,38,F,0
607,2,52,F,0
,4,52,M,0
,4,49,M,0
999,3,51,M,0
,8,59,F,0
2576,4,44,M,0
1882,7,70,M,0
486,0,71,F,1
433,0,62,M,1
1975,3,52,F,0
840,2,46,M,0
1698,2,51,M,0
2123,4,46,M,0
,1,62,F,1
,4,59,M,0
,0,26,M,0
939,3,55,M,0
,5,45,M,0
,2,55,F,0
1728,2,28,M,0
976,4,55,F,0
238,0,29,M,0
380,0,56,F,1
1925,6,62,F,0
940,4,40,M,0
359,0,60,M,1
1361,4,46,M,0
3914,5,64,M,0
632,2,53,M,0
490,0,63,M,1
3574,8,43,M,0
1434,6,37,F,0
1418,5,29,M,0
836,2,48,M,0
594,2,54,M,0
347,0,71,F,1
1046,4,50,M,0
271,0,40,M,0
,2,58,F,0
2372,4,50,F,0
,6,71,F,0
1617,2,52,F,0
666,0,61,F,1
1595,5,71,F,0
742,2,48,F,0
1190,3,57,M,0
265,2,76,F,0
,4,48,M,0
,6,65,M,0
,0,38,M,0
,2,46,M,0
,4,71,F,0
,4,40,M,0
,4,26,M,0
1627,8,62,M,0
,3,30,M,0
2020,3,29,M,0
,9,63,F,0
,8,51,F,0
1102,4,50,M,0
690,2,61,M,0
,3,41,M,0
276,0,54,F,0
2631,12,60,F,0
545,3,49,F,0
1011,4,59,M,1
3280,4,48,F,0
224,0,39,M,0
1390,8,47,M,0
475,4,62,F,0
1725,5,47,F,0
1108,4,36,M,0
804,4,24,M,0
3088,16,58,F,0
2311,6,35,M,0
1288,4,59,F,0
,2,60,F,0
2658,6,24,M,0
1016,4,35,M,0
347,0,27,M,0
985,2,37,M,0
447,1,35,F,0
1356,4,63,F,0
4068,6,58,F,1
841,3,53,F,0
918,1,55,M,1
2742,4,51,M,0
1676,4,50,F,0
2388,4,35,M,0
403,1,61,F,0
893,2,42,M,0
1974,6,63,M,0
877,4,53,F,0
1500,4,44,M,0
2315,10,62,M,0
1577,6,55,F,0
838,2,49,F,0
365,0,65,M,1
1987,4,51,M,0
2361,14,63,M,0
491,2,68,M,0
1282,5,46,F,0
1284,1,46,M,0
881,4,23,M,0
2106,5,35,F,0
1360,2,50,F,0
1918,4,48,M,0
,1,58,F,0
,0,56,M,1
,6,47,M,0
2015,8,49,M,0
,7,38,F,0
,0,39,M,1
,8,38,F,0
,4,45,M,0
,2,65,F,0
962,4,56,F,0
1351,4,63,F,1
471,0,38,F,1
1013,4,36,M,0
1825,10,40,M,0
1472,6,39,M,0
1984,12,68,M,0
,2,58,F,0
952,3,52,M,0
1374,5,28,M,1
1172,3,64,F,1
2057,8,53,F,0
803,4,39,F,0
3811,8,11,F,0
904,4,65,F,0
2121,10,60,F,0
1382,6,71,F,0
1365,6,68,M,0
2584,8,67,M,0
1364,5,20,M,0
4235,18,55,F,0
994,4,50,F,0
1284,3,18,M,0
1895,10,45,F,0
535,2,46,M,0
1228,4,63,M,0
468,0,53,F,1
944,2,38,F,0
1109,2,34,M,0
957,3,52,M,0
955,4,75,M,0
1266,4,57,M,0
761,2,18,M,0
847,2,62,F,0
4278,8,41,M,1
480,0,70,F,1
,6,56,F,0
,6,56,F,0
1051,3,43,F,0
434,0,60,F,1
1084,4,43,M,0
523,2,51,F,0
,16,26,F,0
1110,4,51,M,0
653,3,31,M,0
1557,9,62,F,0
,10,76,F,0
,4,52,M,0
,7,52,F,0
,8,52,M,0
995,3,20,M,0
1365,6,58,M,0
,6,55,M,0
1776,2,45,F,0
2042,8,66,F,1
791,4,61,M,0
,4,58,F,0
,6,46,F,0
